The Pandemic Special,Clyde,Good morning.
South ParQ Vaccination Special,Kyle,What if they make us go back to remote learning?! I don't want to go back to being quarantined at home like some of the other kids still are!
South ParQ Vaccination Special,Butters,"[from the window] Hey, fellas! [the boys turn around facing the house] Anything fun happen at school today?!"
South ParQ Vaccination Special,Cartman,"Yeah, you missed it! It was the best thing ever! [shows the phone] We put ketchup in the teacher's seat and made her think it was her period!"
South ParQ Vaccination Special,Butters,"Oh, my gosh! That sounds like so much fun!"
South ParQ Vaccination Special,Cartman,"Yeah, pretty much greatest day of our lives."
South ParQ Vaccination Special,Stan,[turns to the boys] Do you guys know how hard it's going to be for them to find us a replacement teacher?
South ParQ Vaccination Special,Cartman,It's not gonna be hard. They'll bring in some lame ass teacher who's desperate to work. How bad can it be?
South ParQ Vaccination Special,Scene Description,"Main Street, a bus arrives. Mr. Garrison gets out of the bus."
South ParQ Vaccination Special,Mr. Garrison,"[very excited] Oh... I'm baaack! Hey, South Park! I'm home!"
South ParQ Vaccination Special,Unnamed Man 3,"[surprised] Holy shit, is that who I think it is?"
South ParQ Vaccination Special,Bus Driver,"[from the bus] Any luggage from below, sir?"
South ParQ Vaccination Special,Mr. Garrison,"Oh, yes, I've got a lot of baggage!"
South ParQ Vaccination Special,Scene Description,Mr. Garrison walks along the street carrying his baggage behind him.
South ParQ Vaccination Special,Mr. Garrison,"Hey! Hey, Valmer! How're you doing? [camera turns to Valmer residence where Ryan is staring at Garrison in shock] Tucker! Lookin' good! [points at Thomas, who is watering his front lawn and who's also staring at Garrison in shock] Oh it's so great to see everybody [Sheila takes out the trash in the back and the camera turns to Thompson's residence]"
South ParQ Vaccination Special,Thompson,[from the window] Hey! Fuck you!
South ParQ Vaccination Special,Mr. Garrison,"Hey, hey, lookin' good, Thompson! Did your wife get that AIDS test?!"
South ParQ Vaccination Special,Scene Description,"South Park Elementary, principal's office. Mr. Garrison speaks with PC Principal and Strong Woman."
South ParQ Vaccination Special,Mr. Garrison,"You know, the simple truth is, teaching is my life. [PC Principal and Strong Woman look at each other] I'm just completely at home in the classroom. [they look at Garrison again] I realize that now more than ever after my little sabbatical."
South ParQ Vaccination Special,PC Principal,"Yes... Your, sabbatical was somewhat controversial."
South ParQ Vaccination Special,Mr. Garrison,"Well, I just went through a little thing. You know, I... I realized I was gay. And then I realized I wasn't gay, I was a woman. And after I transitioned, I thought it was a little mistake and then I went through a phase of being the President of the United States."
South ParQ Vaccination Special,PC Principal,"Well, that is the problem, Mr. Garrison, as someone who previously identified as President, there could be safety issues."
South ParQ Vaccination Special,Mr. Garrison,"Oh, that's not a problem. Anyone who has been President is assigned secret service for the rest of their lives to keep them protected. [looks at the door] Mr. Service! [an agent looking-man with no pants on him arrives and Garrison presents him to the principals] This is my private security, Mr. Service."
South ParQ Vaccination Special,Mr. Service,Hello.
South ParQ Vaccination Special,PC Principal,"Uh, thank you for your application, Mr. Garrison. We'll keep you in mind as a backup, but hopefully the vaccination process is going to start opening up."
South ParQ Vaccination Special,Scene Description,"Walgreens, the generic club song can still be heard."
South ParQ Vaccination Special,Man with Green Coat,"Come on, man, it's ridiculous that people can't get in."
South ParQ Vaccination Special,Man with Burgundy Coat,"Yeah, you know, in Israel they vaccinate everybody. Israel's way cooler than this lame place!"
South ParQ Vaccination Special,Walgreens Bouncer,So then go to Israel.
South ParQ Vaccination Special,Man with Burgundy Coat,I tried... I couldn't get in. [camera switches to Chris]
South ParQ Vaccination Special,Chris,"Tom, I'm outside of the hottest place in town, and what we'd like to do now is take you [moves near the bouncer] for an exclusive look inside."
South ParQ Vaccination Special,Walgreens Bouncer,"You're not getting in, pal"
South ParQ Vaccination Special,Chris,[still looking at the camera] I'm actually willing to go inside and get a shot so that everyone can see just how safe it is.
South ParQ Vaccination Special,Walgreens Bouncer,"I said get lost, you're not getting in. [Chris looks at the bouncer] Get outta my face."
South ParQ Vaccination Special,Chris,"Please give me a shot. [looks back at the camera] Please, all I want is a shot. [looks back the at bouncer] Just that one shot that could change everything."
South ParQ Vaccination Special,Walgreens Bouncer,[moving Chris aside] Everyone clear outta the way. Clear the entrance. We have VIPs coming out. [the bouncer opens the stanchion and a bunch of elderly people exit the building]
South ParQ Vaccination Special,Elderly People,Whoo-hoo!
South ParQ Vaccination Special,Elderly Man 1,"Where to next, everybody?"
South ParQ Vaccination Special,Elderly Man 2,That was our second shot. Let's go out to the bars!
South ParQ Vaccination Special,Elderly People,Yeah!
South ParQ Vaccination Special,Stephen Stotch,[from the back of the line] Old people suck!
South ParQ Vaccination Special,Elderly Man 3,Hah? Can't hear ya. Got too many antibodies in my ears!
South ParQ Vaccination Special,Elderly People,Hahahaha!
South ParQ Vaccination Special,Scene Description,"Stan walks to the school but he's stopped by a car full of old people, including his grandfather, Marvin"
South ParQ Vaccination Special,Marvin,"Hey there, Billy! Still gotta wear that mask, huh? We're all vaccinated now. I'm gonna go out to the bars and get some pussy!"
South ParQ Vaccination Special,Stan,"Okay, grandpa."
South ParQ Vaccination Special,Elderly Men,Yeahhhh!
South ParQ Vaccination Special,Marvin's Friend 1,"Sayyy... When are they gonna vaccinate you kids? Oh, yeah! You're last! [the elderly people begin to laugh]"
South ParQ Vaccination Special,Marvin,"Have fun social distancing, loser! [the car drives away; multiple kids can be seen entering the school in the background]"
South ParQ Vaccination Special,Scene Description,"South Park Elementary, classroom. The bell just rang and everyone goes to their sits."
South ParQ Vaccination Special,Cartman,"Hey, broships. You ready for some substitute teacher action? This should be fun!"
South ParQ Vaccination Special,Mr. Garrison,"[entering the class] Hey, kids! Guess who's baaaaaaaaack?"
South ParQ Vaccination Special,Everyone,[upset] Awwwwww! Yuck!
South ParQ Vaccination Special,Mr. Garrison,"Well, I know you've all had a lot of time off this past year."
South ParQ Vaccination Special,Cartman,"Oh, dear Christ, what have we done?"
South ParQ Vaccination Special,Mr. Garrison,"But it's time to get you all back on track. Now, I expect discipline and respect in this classroom -- both to me and your new teacher's assistant, Mr. Service. [Mr. Service arrives] Hand these papers out, Mr. Service. [hands him the papers and slaps his ass]"
South ParQ Vaccination Special,Scene Description,"The bell rings. The children leave the classroom, pissed at Cartman, Kyle, Stan, and Kenny for what they did."
South ParQ Vaccination Special,Lola,"Nice going, you dumb cocks!"
South ParQ Vaccination Special,Red,Stupid assholes!
South ParQ Vaccination Special,Scott,You guys are dicks.
South ParQ Vaccination Special,Cartman,"Wow, people are really pissed at us for doing the period joke, you guys."
South ParQ Vaccination Special,Kyle,Why do people think we all did the period joke?
South ParQ Vaccination Special,Cartman,"Well, because I told them we all did. People know we're bros and that we do everything together!"
South ParQ Vaccination Special,Kyle,You guys are gonna go and tell everyone the truth about who's fault this is! I didn't do anything!
South ParQ Vaccination Special,Cartman,"That's right, Kyle, you did nothing. You knew about the prank, you could have stopped it at any time, but you didn't say a word. Silence is violence, Kyle."
South ParQ Vaccination Special,Kyle,What?! Dude! [to Stan] Are you just gonna stand there and listen to this crap?!
South ParQ Vaccination Special,Stan,"I don't even know what to do! If you ask me, this whole pandemic has been a giant waste of time! [leaves]"
South ParQ Vaccination Special,Cartman,"Oh, my God... Maybe our broship didn't survive."
South ParQ Vaccination Special,Kyle,"Will you shut up about that!? Nobody cares about your stupid broship! [Kenny starts to cry and leaves, while Cartman and Kyle sadly look at him]"
South ParQ Vaccination Special,Cartman,[to Kyle] And now you've made Kenny cry. [Cartman leaves]
South ParQ Vaccination Special,Scene Description,Walgreens. People still wait in line.
South ParQ Vaccination Special,Walgreens Bouncer,[looking at his list] Nope... Nope... [looking at the Underpants Gnomes] I don't see you anywhere on the list.
South ParQ Vaccination Special,Gnome 1,"It's ""Gnomes"", ""Underpants Gnomes""."
South ParQ Vaccination Special,Gnome 2,We are essential workers!
South ParQ Vaccination Special,Dr. Alphonse Mephesto,"[from the back of the line] Yeah, yeah. Get in line with the rest of us!"
South ParQ Vaccination Special,Walgreens Bouncer,Is anybody here actually on the list?! [Mr. Mackey arrives dressed as a fireman]
South ParQ Vaccination Special,Mr. Mackey,"Uh, yes it's uh, Tom, Fireman Tom, mkay."
South ParQ Vaccination Special,Walgreens Bouncer,"Will you fucking get lost, pal?"
South ParQ Vaccination Special,Mr. Mackey,I don't know what you're talking about!
South ParQ Vaccination Special,Walgreens Bouncer,"Alright, that's it."
South ParQ Vaccination Special,Mr. Mackey,I'm a hero of the community. [the bouncer moves Mr. Mackey aside] I'm Fireman Tom!
South ParQ Vaccination Special,Scene Description,Food 4 Little. A car containing several old people drives past.
South ParQ Vaccination Special,Elderly People,Yeehhhh! Partyyy!
South ParQ Vaccination Special,Scene Description,Inside the store. Mr. Garrison shops alongside Mr. Service.
South ParQ Vaccination Special,Mr. Garrison,"Okay, let's see... Scissors, paper, glue. Ah! Some good old fashioned number 2 pencils. That's what my students need. Mr. Service, can you grab a couple boxes of those pencils over there? [people in the store look at Garrison]"
South ParQ Vaccination Special,Unnamed Shopper,Would you look at that? He ruined our entire country and now he's just back like nothing happened.
South ParQ Vaccination Special,Mr. Garrison,"Okay, I think that's all the school supplies we need. Let's grab some healthy snacks for the class snack basket. [everyone continues to angrily look at Garrison and he notices them] Oh. Oh, I see. Look, everyone, there's a gay man shopping! I happen to be the only teacher brave enough to teach your kids right now, so you better all get real woke real fast! Come on, Mr. Service! [goes to the produce section and grabs an apple; the Whites arrive]"
South ParQ Vaccination Special,Bob White,"Uh, hey! Excuse me?! [Mr. Service blocks the way] Hey, uh, I'm not sure if you remember me. Bob White? I just want you to know I was always on your side. In fact, all of us Whites were really on your side."
South ParQ Vaccination Special,Mr. Garrison,"Look, I'm just a teacher. Okay? Just a teacher, I'm shopping for my class."
South ParQ Vaccination Special,Bob White,"[comes closer to Garrison] So, look, uh, what are we supposed to do now? You know, I'm a follower of QAnon. What are we supposed to do to stop the vaccinations? They're vaccinating people right now, seeding people with their microchips! Surely, you have a plan?! We're on the internet every night waiting for word."
South ParQ Vaccination Special,Mr. Garrison,"The word is get a fucking life, jackass! Blow shit out your dickhole! [walks away along with Mr. Service, leaving the White family confused]"
South ParQ Vaccination Special,Bob White,"Did you hear that, honey? He said 'shit... out your dickhole'... He's trying to give us some kind of signal."
South ParQ Vaccination Special,Scene Description,"South Park Elementary, Mr. Mackey's office."
South ParQ Vaccination Special,Mr. Mackey,"Think my life doesn't matter!? I show you what matters. [packing up his books] Counselors matter. That's what matters. Let's just see how your God damn school functions without a God damn counselor! [the sound of a motorcycle is heard outside] Oh, God dammit. [walks up to the window] Hey! Hey, you damn old people! [an elderly man is making drifts with his motorcycle in the school's parking lot, while an old woman looks at him] Stop doing donuts in the school parking lot!"
South ParQ Vaccination Special,Elderly Man on Motorcycle,Hah?
South ParQ Vaccination Special,Mr. Mackey,"I said you old people need to -- [the elderly man revs his engine, making an even louder noise and the old woman joins him on the motorcycle, while showing Mr. Mackey the middle finger before leaving the parking lot; Mr. Mackey returns to his desk] Fucking old people rubbing everyone's noses in their fun times! [a knocking on the door is heard] What?! [Kenny comes in, sad]"
South ParQ Vaccination Special,Kenny,"[sighs] (I've been having a lot of problems with my friends. It just seems like the pandemic exposed problems we didn't even know were there. To be honest, I'm not sure that I even see a future with these guys.)"
South ParQ Vaccination Special,Mr. Mackey,What?! [Cartman opens the door]
South ParQ Vaccination Special,Cartman,"Hey, Kenny. Guys? Guys, come on. You agreed to counseling. [Stan and Kyle arrive and Cartman closes the door behind them] Hey, Mr. Mackey. We, uh, we've been having a lot of problems and um, we all want to work on our broship, don't we guys?"
South ParQ Vaccination Special,Stan,Yes.
South ParQ Vaccination Special,Kyle,Yes.
South ParQ Vaccination Special,Cartman,"You know this pandemic has been a pressure cooker, and we just feel like we're going through the brotions. You know?"
South ParQ Vaccination Special,Kyle,"[points at Cartman and Kenny] Because you guys pulled a prank and made the teacher leave, and now everybody hates us."
South ParQ Vaccination Special,Cartman,"Silence is violence, Kyle. Silence is violence."
South ParQ Vaccination Special,Mr. Mackey,"Guess what, boys? I don't care. I come here and I listen to you kids bitch about your stupid problems everyday and I'm 50 years old! [punching the table] I could die tomorrow from this Covid shit!"
South ParQ Vaccination Special,Stan,"Please, Mr. Mackey, we just want to get our old teacher back for everybody, okay? Can you just tell her we're really, really sorry?"
South ParQ Vaccination Special,Mr. Mackey,"It's not that simple. There's only one way you're getting your teacher back, and that's if teachers get their hands on the vaccine. [the boys look at each other]"
South ParQ Vaccination Special,Cartman,How do we do that? [Mr. Mackey walks up to the window and stares outside]
South ParQ Vaccination Special,Mr. Mackey,"There's a place in town... Very hard to get into. Very exclusive. Walgreens. I've tried to get in many times... Dressed like a fireman, mkay. Dressed like a little ol' lady, but they got security up the ass. [turns around to the boys] You find a way inside, get all the vaccines you can and bring them here to the school. You do that, and you just might get your teacher back. Mkay. [the boys again look at each other]"
South ParQ Vaccination Special,Scene Description,"The Whites' residence's basement, night. Bob White gathered up several QAnon followers."
South ParQ Vaccination Special,Bob White,"My friends, these are very dangerous times. Our country's future is at a precipice. And that is why I have called together every QAnon follower in our town."
South ParQ Vaccination Special,QAnon Follower 1,"Let's forget it, Bob. The bad guys won."
South ParQ Vaccination Special,QAnon Follower 2,I feel like someone pooped on my life.
South ParQ Vaccination Special,Bob White,They didn't win! We just recently received a new coded message.
South ParQ Vaccination Special,Female QAnon Tutor,You got a message from Q?
South ParQ Vaccination Special,Bob White,"Not from Q... From the chosen one. [everyone gasps] Yes, we saw him. In the produce section of the grocery store. And he said to me... ""Blow shit out your dickhole."" I immediately knew something was amiss, because one can't move feces through their penile urinary tract! So I've been going over it and over it and I realized [proceeds to show them a chart full of conspiracy theories] Blow shit out dick hole - BSDH. We all know what BS is, but DH? It didn't make sense. Until my wife reminded me that DH are the initials of David Harris, the anon from Akron, Ohio who said that the elite use Latin to send coded messages. Out your dick hole -- Anno Yanis Domini Homme. Do what he does. The chosen is teaching now. He's taking Q's message straight to the children. And he wants us to do the same."
South ParQ Vaccination Special,QAnon Follower 1,We're supposed to be teachers?
South ParQ Vaccination Special,Bob White,There's an incredible shortage of teachers right now. He's trying to tell us that this is our time to strike! The elite want to fuck with our kids? We'll fuck theirs! [everyone cheers]
South ParQ Vaccination Special,Scene Description,Walgreens. People still wait in line. The boys arrive along with an old woman in a wheelchair.
South ParQ Vaccination Special,Stan,"Hello, sir!"
South ParQ Vaccination Special,Walgreens Bouncer,Who are you?
South ParQ Vaccination Special,Cartman,"Oh, hey, hi. We're with the nonprofit service Kids for Kommunity. Both spelled with a K."
South ParQ Vaccination Special,Stan,"Yeah, we assist senior citizens who need the vaccine, but then need help getting to the right place."
South ParQ Vaccination Special,Walgreens Bouncer,"Oh, really? That's pretty damn awesome you guys. I wish more people could be like the Kommunity Kidz. Go on in. [the bouncers opens the stanchion and lets them in]"
South ParQ Vaccination Special,Everyone in line,Awwww! Come on!
South ParQ Vaccination Special,Man with Green Coat,"Hey, I'm in Kommunity Kidz, too! [the boys are inside the building]"
South ParQ Vaccination Special,Stan,"Holy shit, dude. That was pretty easy!"
South ParQ Vaccination Special,Cartman,Yeah bros! Kommunity Kidz spelled with a K. Gets 'em every time.
South ParQ Vaccination Special,Elderly Woman in Wheelchair,"Alright, so where's my Goddamn money?"
South ParQ Vaccination Special,Kyle,What?!
South ParQ Vaccination Special,Elderly Woman in Wheelchair,I told you I already got the vaccine. I'm doin' this for the cash!
South ParQ Vaccination Special,Kyle,"Yeah, but we already paid you."
South ParQ Vaccination Special,Elderly Woman in Wheelchair,"Oh, I must have Alzheimer's, I'm just an olllld lady. [changes tone] Pay again or I squeal."
South ParQ Vaccination Special,Cartman,You God damn old bitch!
South ParQ Vaccination Special,Stan,"Just pay her, Cartman."
South ParQ Vaccination Special,Cartman,What?!
South ParQ Vaccination Special,Stan,"Come on, the pharmacist is coming!"
South ParQ Vaccination Special,Cartman,"This is becoming the most expensive period joke we ever did! [the pharmacist arrives, carrying a tray of vaccines]"
South ParQ Vaccination Special,Walgreens Pharmacist,"Excuse me, what are you children doing in here?"
South ParQ Vaccination Special,Kyle,We're Kommunity Kidz. We help seniors get vaccinated.
South ParQ Vaccination Special,Walgreens Pharmacist,"Oh, well that's very great. These boys are helping you, ma'am?"
South ParQ Vaccination Special,Elderly Woman in Wheelchair,"Oh, actually I'm not sure. I have a little Alzheimer's. Might need a little more greenback to jar my memory."
South ParQ Vaccination Special,Cartman,"Oh, you fucking slut! This is why we keep old people in the back of the line!"
South ParQ Vaccination Special,Kyle,"Cartman, just stick to the fucking plan!"
South ParQ Vaccination Special,Stan,"Oh, great, Kyle. Now he knows there's a plan!"
South ParQ Vaccination Special,Walgreens Pharmacist,What plan?!
South ParQ Vaccination Special,Elderly Woman in Wheelchair,They're lying about Kommunity Kidz!
South ParQ Vaccination Special,Walgreens Pharmacist,It's community with a C like normal?!
South ParQ Vaccination Special,Stan,"Kenny, grab the vaccines! [kicks the pharmacist in the leg, while Kenny grabs the tray of vaccines and they run out of the building]"
South ParQ Vaccination Special,Kyle,RUN!!
South ParQ Vaccination Special,Stan,"Go, go, go, go!!"
South ParQ Vaccination Special,Man with Green Coat,Hey...
South ParQ Vaccination Special,Unnamed Man 4,[pointing at the boys] Kommunity Kidz have vaccines!
South ParQ Vaccination Special,Scene Description,"Malkinson residence. The family discusses in the kitchen, while Scott eats cereals."
South ParQ Vaccination Special,Clark,"For the last time, Ellen, I don't want our son going to that public school! Mr. Garrison is a terrible teacher, he has no grip on the classroom and he's the worst president we've ever had!"
South ParQ Vaccination Special,Ellen,"But Scott has to go to school, dear."
South ParQ Vaccination Special,Clark,So we can get him a private tutor!
South ParQ Vaccination Special,Ellen,"We can't afford a private tutor, you know that. [Richard Tweak opens the door with a cup of coffee in his hand]"
South ParQ Vaccination Special,Richard,"Hey, guys, what's the problem? [Ellen and Clark turn to Richard]"
South ParQ Vaccination Special,Clark,It's that son of a bitch Mr.Garrison. He's gonna completely screw up our kids.
South ParQ Vaccination Special,Richard,"Well, that's why we pulled Tweek out of school. Haven't you heard? There's a brand new private tutoring company that's fast and affordable!"
South ParQ Vaccination Special,Scene Description,An advertisement of the tutor company appears.
South ParQ Vaccination Special,Advertiser,"Has your child fallen behind in school? [multiple pictures of children are shown] Do you feel like the government has failed you and your child during the time of Covid? [the message is also written on the ad, then switches to one of the Tutornon members with the US flag behind him]"
South ParQ Vaccination Special,Tutornon Member 1,Then call us! The tutors at Tutornon! [music starts playing; the female QAnon tutor is seen in a girl's room]
South ParQ Vaccination Special,Female QAnon Tutor,Forget the classroom! Tutornon is bespoke learning that is straight from the internet [points at the computer] to your child. [then points to the girl; camera changes to another Tutornon member who sits at his desk]'
South ParQ Vaccination Special,Tutornon Member 1,"We sift through all the information on the internet and present it to your child for a uniquely curated experience. [camera switches to Bob White in front of his residence, holding a laptop in one hand and several masks in the other]"
South ParQ Vaccination Special,Bob White,Forget all the Zooms and masks and social distancing at school. [throws the laptop and the masks in a garbage can; the ad switches again to the US flag background and the Tutornon are all shown] Let Tutornon save your child. Literally!
South ParQ Vaccination Special,Advertiser,"Contact Tutornon today! On Facebook, YouTube and Twitter!"
South ParQ Vaccination Special,Scene Description,"Malkinson residence, Scott's room. Scott is painting when Clark enters his room."
South ParQ Vaccination Special,Clark,"Alright, Scott. Your new tutor is here. [Jake Angeli arrives]"
South ParQ Vaccination Special,Jake Angeli,"Hey, there! Ready to get back on track with your schoolwork?"
South ParQ Vaccination Special,Scott,I guess so.
South ParQ Vaccination Special,Clark,You better pay attention and listen to everything he has to teach you!
South ParQ Vaccination Special,Jake Angeli,"We'll be great, thanks! [Clark closes the door and leaves; Jake Angeli closes all the curtains in the room] Alright, sit down. We don't have much time!"
South ParQ Vaccination Special,Scott,Huh?
South ParQ Vaccination Special,Jake Angeli,"Tom Hanks and Oprah are just two at the very top of an elite group of people who control everything we see and do. They feed upon children in order to maintain their elite status, and that isn't the worst of it. Do you know what pedophilia is? Here, let me show you."
South ParQ Vaccination Special,Scott,[scarily screams] Daaad?!
South ParQ Vaccination Special,Scene Description,Walgreens. The same news anchor is presenting.
South ParQ Vaccination Special,Chris,"Tom, I'm standing outside the ultra-exclusive Walgreens where earlier today vaccines were taken by that group of young Robin Hoods, the Kommunity Kidz. These brave kids have taken it into their own hands to get people a shot. That's all people want, just a shot, and these boys have made it so you just might get that shot. And have a chance at hope and some happiness in this [gets angry] -- in this shit world -- [is interrupted by the newscaster]"
South ParQ Vaccination Special,Tom,"Okay, thank you, Chris. We'll get back -- [is interrupted by Chris]"
South ParQ Vaccination Special,Chris,"[still angry] No! No! Fuck you, Tom, because Kommunity Kidz are just what this town and this world needed! And it's amazing that some kids took some God damn time to actually go out and do something. Fuck you, Tom. [drops the mic and leaves]"
South ParQ Vaccination Special,Scene Description,South Park Elementary. The bell rings. Mr. Garrison arrives in class.
South ParQ Vaccination Special,Mr. Garrison,"Alright, children, let's take our seats. [starts writing on the board] Today is standardized testing. [Mr. Service walks in and surveys the class] We're gonna make sure you lazy ducks have still been studying through this whole pandemic."
South ParQ Vaccination Special,Mr. Service,Sir?
South ParQ Vaccination Special,Mr. Garrison,"Yes, Mr. Service? [Mr. Service directs his gaze to the class, and Garrison is alarmed when he sees the whole class empty except for Jimmy and Bebe] Where the hell is everybody? [they don't answer] I said, where are my students?! Bebe! [points at her] You always know where Wendy is! Where is she?!"
South ParQ Vaccination Special,Bebe,I think... her parents pulled her out school and get her a private tutor.
South ParQ Vaccination Special,Mr. Garrison,[angry] A private tutor?! Why would they get a private tutor?!
South ParQ Vaccination Special,Bebe,"Umm..., I'm pretty sure it's because her parents hate you?"
South ParQ Vaccination Special,Mr. Garrison,What makes you think that?!
South ParQ Vaccination Special,Bebe,Because I was talking to them about it... Because... I hate you too.
South ParQ Vaccination Special,Mr. Garrison,I am trying to get things back to normal around here! [turns and grabs Mr. Service and speaks to him] Why is everyone acting like this?! Why is everyone against me?!
South ParQ Vaccination Special,Mr. Service,"I don't know, sir."
South ParQ Vaccination Special,Mr. Garrison,"I'm gonna get to the bottom of this! Come on, Mr. Service! [grabs Mr. Service by his tie and leaves classroom]"
South ParQ Vaccination Special,Scene Description,Mrs. Nelson's house. She sits on the sofa when her cellphone rings. She answers.
South ParQ Vaccination Special,Mrs. Nelson,Hello?
South ParQ Vaccination Special,Cartman,"[from his living room; Stan, Kyle, and Kenny are also there with the vaccines] Hi, Mrs. Nelson, it's Eric Cartman."
South ParQ Vaccination Special,Mrs. Nelson,[annoyed] What do you want?
South ParQ Vaccination Special,Cartman,"Mrs. Nelson, we would like for you to come back to school tomorrow, because... we have COVID-19 vaccinations."
South ParQ Vaccination Special,Mrs. Nelson,Really? You think I'm gonna let you prank me again? I heard you were the ones responsible for the period prank!
South ParQ Vaccination Special,Cartman,"And it was so uncalled for and so wrong. I mean, especially because we're guys. I mean, dudes sitting around coming up with period jokes, like, how old are we? Seriously?"
South ParQ Vaccination Special,Mrs. Nelson,"Yeah, I don't trust you. I'll just wait until the government decides teachers are important enough to get their vaccinations."
South ParQ Vaccination Special,Cartman,"You are so important. Which is why it was so not funny what we did. I mean, what is funny about blood coming out of a woman's vagina? Like, it's sexist, first of all, and you know what else? It's just lazy. Just like dialing it in, that's what we were doing. We were just dialing it in."
South ParQ Vaccination Special,Mrs. Nelson,"You better be at school tomorrow morning, and you better really have vaccinations. For all the teachers!"
South ParQ Vaccination Special,Cartman,"Hey, we will be there. Period. [chuckling] Okay. Okay, cool. Bye. [hangs up and burst out laughing] Did you guys hear what I said?"
South ParQ Vaccination Special,Kyle,"[angry] Why did you almost blow it at the very end, you idiot?!"
South ParQ Vaccination Special,Cartman,"Relax, guys. She's gonna come."
South ParQ Vaccination Special,Kyle,[walks up to Stan] Will you please say something to him?!
South ParQ Vaccination Special,Stan,[angry] What the hell did I do?!
South ParQ Vaccination Special,Kenny,[steps in between them to calm them] (You guys stop it! Stop it!) [outside Cartman's window a man is heard singing]
South ParQ Vaccination Special,Man with Burgundy Coat,This is my moment This is my tiiiiimmmmeeee... Hello?
South ParQ Vaccination Special,Scene Description,"The boys walk to the window where they see several people asking for shots, many of them which were waiting in line at Walgreens"
South ParQ Vaccination Special,Man with Burgundy Coat,I've got a dream to fulfill And all I need is a shot! Please Please just gimme a shot!
South ParQ Vaccination Special,Man with Green Coat,"Listen, Kommunity Kidz! All I want is a shot! A-and you can give me that shot! That one shot, that's all I need!"
South ParQ Vaccination Special,Need a Shot Woman Singer,"All I want is a shot, too! If I had a shot, I would make the most of it!"
South ParQ Vaccination Special,Crowd,Gimme a shot! Please I need a shot!
South ParQ Vaccination Special,Guitar Singer,If I just had a shot I would make it the best shot
South ParQ Vaccination Special,Cartman,"Wow, everyone just really wants a shot. [Stephen Stotch joins the crowd along with his wife]"
South ParQ Vaccination Special,Stephen,"Kommunity Kidz, please! If you just give me a shot, why I could be somebody! I could go out to fancy restaurants like all them old people. And eat shrimp as big as my head!"
South ParQ Vaccination Special,Man with Green Coat,[to Stephen] You're not taking my shot. This is my shot!
South ParQ Vaccination Special,Man with Burgundy Coat,"I, I have to have this shot! [the crowd begins to shout indistinctly, asking for shots]"
South ParQ Vaccination Special,Kyle,[to the boys] Grab the vaccines. I think we better get outta here. [the crowd tries to break into the house]
South ParQ Vaccination Special,Scene Description,A Tutornon lesson. A Hollywood sign covered in blood is shown.
South ParQ Vaccination Special,Female QAnon Tutor,"This is a fact. We are all being controlled by an elite, wealthy, and privileged few. [Jeffrey Epstein is shown handcuffed and carried by the police] When Jeffrey Epstein the billionaire was found guilty of sex trafficking, he was set to squeal on all the elites in Hollywood and in Washington who used his child sex services... [Jeffrey Epstein is then shown hanged in his cell] But Epstein was found dead in his cell from ""suicide"". Why do the elites want children from sex traffickers? Adrenochrome. [a plastic bag of it is shown] It is harvested from children for a euphoric and life-enhancing benefit. [a child victim is shown being sawed to bits by one doctor while another operate on his brain, while being supervised a group of hooded monk-like men - these are acolytes] This Satanic cabal of Hollywood and political elites all need the adrenochrome to maintain their positions of power. [Oprah is shown, holding a big goblet of blood in her hands, enjoying it, while a victim child is shown behind her, having been gutted] And they will continue to do so until we stand up against them. [Hillary and a random elderly guy are shown drinking the blood of their victims through straws, while their acolytes collect the blood of a child in the back; Obama is then shown directly drinking blood from a cut victim; Craig's room is then shown with the tutor sitting next to him] Now, do you have any questions, Craig?"
South ParQ Vaccination Special,Craig,"Um... so does Oprah drink the same blood as Obama, or is it usually a different kid?"
South ParQ Vaccination Special,Female QAnon Tutor,It's kids from all over the world. Now... it's time for me to tell you the biggest thing that the Hollywood elites don't want you to know -- [Mr. Garrison forcefully opens the door; he's accompanied by Mr. Service]
South ParQ Vaccination Special,Mr. Garrison,"Alright, just what the hell do you think you're doing?!"
South ParQ Vaccination Special,Female QAnon Tutor,[surprised] Oh! [stands up]
South ParQ Vaccination Special,Mr. Garrison,Go tutor someone else! You think you can take my students from my classroom?!
South ParQ Vaccination Special,Female QAnon Tutor,"[in shock] Oh, my God! It's you! [smiles]"
South ParQ Vaccination Special,Mr. Garrison,"That's right, it's me! The head teacher at South Park Elementary! And this is what I think of private tutors! Get her, Mr. Service! [Mr. Service starts beating her and pins her to the floor, strangling her neck] Now who's in charge of all you tutors?!"
South ParQ Vaccination Special,Female QAnon Tutor,[choking] It's... it's secret...
South ParQ Vaccination Special,Mr. Garrison,"Choke her out, Mr. Service!"
South ParQ Vaccination Special,Female QAnon Tutor,No! Please!
South ParQ Vaccination Special,Mr. Garrison,Who started this bogus tutoring company?!
South ParQ Vaccination Special,Female QAnon Tutor,[still choking] It was... it...
South ParQ Vaccination Special,Mr. Garrison,I'm listening!
South ParQ Vaccination Special,Female QAnon Tutor,It was... the Whitessss. [Mr. Service stops from strangling her; she remains unconscious]
